Transaction ID,Card Number,Amount,Class,Transaction Method,Timestamp
BFYLCBOTNDCF,594531746601,94926,1,Credit Card,22-09-2016 16:04
SXUCTYEQABMH,266753559716,50555,0,Credit Card,16-01-2010 07:17
CHMSNAIOPVOX,541742422501,74534,0,Debit Card,19-01-2024 09:10
GSJDZPFGVWMY,825022267604,90241,1,Credit Card,26-09-2016 11:43
HZKUFVOENIUJ,716834493119,48574,0,Debit Card,26-02-2022 08:24
ZEBQCQLICETW,435071510777,32690,1,Debit Card,07-10-2013 15:28
ITBEIVEEHEVH,804393433343,80064,1,Credit Card,28-09-2013 23:52
QQVPJCFXAIRW,730541931206,54796,1,Credit Card,17-10-2011 18:16
MGNTKZDUNLZE,226518534539,63021,0,Credit Card,28-01-2010 00:10
QVZJGKTJLIEM,935149787495,35304,1,Credit Card,14-08-2024 05:07
ZKLLSPAOXCML,146465523937,32341,1,Debit Card,17-11-2010 23:02
AZDWMLBTAJLH,522907982815,90037,0,Debit Card,02-06-2014 03:39
WWYTVPFHFWVG,335560343922,55284,0,UPI,05-01-2018 11:27
EAUSYKVDPKHV,563249733186,62580,1,Credit Card,02-05-2014 17:30
OTQZMHPUYMSJ,162463880333,55569,1,Credit Card,25-02-2011 16:56
XWPZKVNQMFWE,756015637212,96174,1,UPI,19-02-2023 00:47
ETJAYSKYSKKD,464769818185,43620,1,Debit Card,17-05-2024 20:01
CWPRSOPWNHDH,822817455842,82957,0,Debit Card,13-07-2016 19:25
ACVOCAPGBATI,300863858147,94660,1,UPI,09-08-2023 04:43
VWDZDPUZBQTS,207610487002,46602,0,Debit Card,23-09-2017 20:51
YTIZDFIEYZBZ,109537697425,66354,0,Credit Card,26-06-2014 01:57
FEWLMTJKZPMX,407578185720,22823,1,UPI,04-08-2020 16:53
XCJPIZTHBBOT,819640139297,24757,0,Debit Card,01-01-2016 04:18
XKNHUXLPMSPK,488802937605,36633,0,UPI,12-07-2021 00:50
TYULUTSETEAL,283996927737,36941,0,Credit Card,18-07-2014 07:38
GUKAHWIYBBUY,662820026720,43971,1,UPI,09-12-2020 22:03
FVAMXJJAWUJU,773629785840,43676,0,Credit Card,04-07-2020 04:53
RWKWHRPWFCHF,718283950963,52858,1,Credit Card,24-08-2021 09:17
NSRYLZWOSKJH,252303381142,39867,0,UPI,25-08-2021 20:12
PKSDJRUZRTEL,752591991762,26192,1,Credit Card,03-01-2020 12:25
GKOHSJYFIIEU,167453389107,12846,0,UPI,08-12-2013 06:13
UNNECOTVXNCY,365834087697,94304,0,Credit Card,15-08-2013 06:46
XFUHLYSVESIT,126261154399,88007,0,UPI,03-03-2019 05:54
FCOEQDVRAZSH,638977449471,48701,1,Debit Card,16-03-2012 19:36
KGCUZTMUPTKK,691352183931,78440,1,Debit Card,18-02-2010 16:28
FLCZTNHWKACS,640437104497,16159,0,Debit Card,25-02-2019 18:29
NNWIUQVFHSFQ,973758279729,83397,1,UPI,08-06-2023 05:14
HHEMHDZZOSER,610829571108,59569,1,UPI,21-02-2016 23:08
TNKTRVKERCDJ,231768631661,18128,0,Debit Card,09-05-2017 23:57
VYHOQECLSJMY,996291516796,94033,0,Credit Card,18-05-2019 15:01
CXUKRIPYVSZQ,587024722582,63688,1,Debit Card,19-02-2017 02:38
ADHFQZNAUHJF,786730080821,98914,1,Debit Card,01-03-2023 14:57
BUFIIGGNHOBD,583728790247,34685,1,Credit Card,15-02-2024 09:48
HYTNINJMARLX,101331172443,79060,0,UPI,10-11-2016 04:56
MJJACZCOXEEC,947614742397,83638,1,Credit Card,13-02-2014 19:36
AHWOMZQZWUVP,127971799269,46831,1,Credit Card,14-06-2016 03:53
KTWSVIBFEXUN,355323777645,54669,1,UPI,15-09-2017 02:30
FPUEWTTWSSLD,149625757472,98318,1,Credit Card,11-08-2014 01:49
JEHMTVGYWXWX,254371591340,74368,1,Credit Card,11-05-2024 09:55
VJMDORDRGUGU,433258615737,14597,0,Credit Card,01-04-2024 03:46
YOJQVXGLSDRU,222947776387,10803,1,UPI,11-03-2017 18:08
HKFQITTLQAYC,517468201015,97805,1,UPI,13-08-2010 18:02
OSDKKYVLJQJU,731670626145,12771,0,UPI,03-05-2018 19:19
YBWMDSUHVWUD,915352344766,51422,0,Credit Card,01-07-2011 10:01
UQIHLHEZOTVT,873471704878,72286,0,Credit Card,05-11-2014 09:55
GMWMLGCKBRQE,179749235124,91280,0,Credit Card,08-05-2010 19:33
BIXVDQETVJWS,486702012265,55630,0,Debit Card,17-07-2022 10:34
EAXTDCGDLENW,566632360242,84187,1,UPI,17-08-2014 09:52
PKOSFRNYQHSB,517032266837,14877,0,Debit Card,13-10-2021 04:06
AOIPPUHWWZJT,274159159732,40142,0,Credit Card,03-10-2016 16:32
JLWCEODRIQTE,892460947613,19849,0,UPI,03-08-2013 20:14
EYNRVNVOQAAD,553790757760,64692,1,Debit Card,17-05-2017 23:14
ANVRGUHRDTQJ,221967013766,50781,0,UPI,03-09-2016 00:59
PHSJLWGSKYVR,345285647909,90876,1,UPI,01-12-2015 08:18
DMNNBCSIYCXP,929060610107,73508,0,UPI,09-12-2011 07:58
KXKIJGGCJUUJ,119815619071,24136,1,Credit Card,12-07-2015 18:44
SDFCBKHOHDAI,657137523415,31800,0,Credit Card,03-10-2016 04:27
WHHLCGTZKRKB,268170235197,63806,0,Debit Card,04-10-2023 16:44
LAPKNLEHEMZV,213954230252,56740,1,Debit Card,01-09-2018 13:26
VXGOZGUKWKTE,934285834635,46897,0,Credit Card,06-11-2018 15:53
CNFMCHCYBAKC,272085706745,94361,0,Debit Card,15-06-2018 03:08
PJIBDFEVPPRR,256495754011,20838,0,UPI,06-02-2021 13:30
IPWMSEYRXBGO,544487944578,18211,1,UPI,09-03-2021 17:08
CJOEXIBEVDHQ,636415009136,28537,1,Credit Card,19-05-2016 11:52
ARAGDBKASTOX,215423142425,71579,1,Debit Card,21-02-2022 18:08
YRRKTJCGUGBT,475772665103,63850,1,Credit Card,01-03-2017 23:29
PNJAXKZNCUPV,857984035515,49066,1,Debit Card,12-10-2019 21:53
ZMXOAKFHRYRN,850545011783,50973,0,UPI,16-08-2017 04:38
YDPGJVCZLNBN,992484810815,23597,0,UPI,17-02-2014 06:34
TXNPGXNTZSYG,326430520056,11034,1,UPI,17-12-2017 15:04
SABSVFCKVKRW,133045339849,46932,0,UPI,27-03-2012 13:51
JDMPFTKHHGEV,940997535236,92805,1,Debit Card,07-04-2022 03:01
CCFAGOSFTOOW,671419295628,30387,0,UPI,06-12-2022 08:23
HOQEZNELJCUJ,100383678592,34495,1,UPI,06-05-2024 09:16
KEHAIBKJQDGG,561733644335,64705,0,UPI,22-06-2024 10:39
UHZRCQFSUHDZ,562568747396,19753,0,Debit Card,06-07-2022 21:41
NAVXYUWJIDGT,912938830985,58626,1,Credit Card,02-02-2015 05:31
FSJFFJBKUHOT,280585583917,76460,0,Credit Card,18-04-2012 19:36
NCSPQMMDGSQB,587825668580,67552,1,Credit Card,20-03-2012 22:20
SOOEOPRGWTZV,180553099624,91608,0,Debit Card,12-06-2019 03:40
IZYALRNWZVYG,418190236601,79326,1,Credit Card,26-05-2024 13:43
JBHEMOUCTQMR,895599472114,40316,1,Debit Card,26-11-2017 22:42
QPIHMSWYPMQH,229312620011,57446,0,Debit Card,15-06-2013 00:33
UBLVSDYKYGUT,502597103831,31584,0,UPI,19-08-2011 05:45
HFQFSJAMJMIK,372998547282,23965,0,Credit Card,14-09-2024 23:31
DLPGMPSJHEHT,485573081350,86350,0,Debit Card,07-05-2010 05:22
PLGOKOZZINNF,674178764975,42423,0,Credit Card,15-05-2011 10:48
IGPEZTJNBRNR,596665165853,79737,1,Credit Card,01-06-2014 11:54
GBFMWCHLNTUK,959285816684,83078,0,Credit Card,05-06-2011 06:52
UYNAVGUXUOGZ,559684089518,16763,0,Credit Card,18-05-2010 02:02
RZXLVDXKDBXF,618229709811,92373,1,Debit Card,28-02-2024 12:56
JFPCXWQAQOGZ,247440802092,60713,1,Debit Card,04-03-2014 00:02
TQZDCBSJKNIU,346905230961,64214,1,UPI,18-12-2020 04:52
VXPTJUEEBKYA,970684628124,52771,0,Credit Card,10-11-2019 02:22
NAZGCZKRIYAC,180777412492,57399,0,Debit Card,28-05-2019 19:13
VZGTJLEBQLTU,716351735555,27667,1,UPI,22-10-2022 00:32
GVCHHKZZBEXA,469860695202,35243,1,UPI,28-03-2024 09:23
MDRNBKKDQMCP,987233607347,31075,1,UPI,08-02-2021 13:45
ZJEHIBZWVPAR,803175017086,87723,0,Debit Card,01-11-2016 09:31
ZAKRCYOWWTQH,231557797820,15895,0,Credit Card,24-12-2022 11:44
BBWROJMGKSLC,368815572723,21094,0,Credit Card,09-11-2022 06:40
FAEUVHFGBAZU,687807164127,12294,0,UPI,24-09-2013 15:47
HMOJIVPAJJEJ,351802421388,60061,0,UPI,18-09-2012 01:56
GHGSDPISEKEE,679087497716,41804,0,UPI,02-07-2013 07:53
BLIDMQOIXRKJ,702491135047,10423,1,Debit Card,21-05-2010 16:30
HQAGSFKMUKBC,447254221927,15620,0,UPI,21-06-2021 12:13
ZNBUUSJKLWUQ,465593569793,60209,0,UPI,10-12-2018 12:32
NZNLAFTMNFRX,617197597729,10979,0,UPI,12-02-2010 14:46
KCUBQWGKBXYM,785104507878,75368,1,Debit Card,12-07-2022 10:37
NHWXNCQQEZPZ,906155067943,66972,0,Credit Card,19-02-2022 11:02
NYLMYRJWEVIH,587240059476,69043,0,UPI,23-03-2019 20:53
TKUHLGFGRLEJ,146892832421,29356,0,Credit Card,01-11-2019 21:38
POGLYDZSEBIM,636215953898,68395,0,Debit Card,25-11-2018 17:19
LTTEGBEYWOLT,342843748110,66256,1,UPI,18-02-2023 22:36
OLDCDYLNDGET,180419155535,39025,1,UPI,13-08-2012 18:31
GPZNSLBMKVBD,834675295851,71316,0,Credit Card,03-11-2023 04:48
LRSXXMQNSNFB,334976416065,84962,1,Credit Card,10-11-2016 10:48
FOPHYKFGNCLZ,711482379620,83628,1,Debit Card,04-12-2017 09:15
CGFBPHXREQHX,273459536235,29966,1,Credit Card,27-09-2012 17:35
WXHUAUPGTINT,967189931442,76203,0,UPI,20-04-2023 19:34
ZZRMGQOUUAMS,810711573806,64765,1,Debit Card,12-07-2019 07:39
XMCSJACVXTXA,660705284908,34611,1,Debit Card,13-04-2011 21:46
HFQFCBOVJIEM,897339955874,17327,1,Credit Card,15-10-2012 05:40
HLQXVDNGLUUW,742304500652,11119,1,Debit Card,04-01-2023 17:49
IDHCWFZFSSCH,758643406939,85539,0,Debit Card,23-02-2014 09:00
TVONFDDEAYUX,731118262076,55452,0,Credit Card,26-05-2020 12:08
TFJRGZJBOKZI,164896416558,82320,1,Debit Card,24-02-2024 14:42
CNGMADYVKPEM,355933684091,12207,0,Debit Card,11-09-2018 02:48
WDBLFILJRDKB,227316997322,26960,1,Credit Card,19-06-2020 14:13
TRLLSAEYJBKT,998245574315,86053,1,UPI,09-01-2013 18:26
DNUHFUDDHYQJ,644708510919,37056,1,UPI,08-09-2013 08:48
YXHMCBYJMRQH,859768599347,30637,0,Debit Card,28-11-2019 11:37
VEYQWUUVRPQX,356900026638,59628,0,Credit Card,02-02-2011 02:19
GPLYBJAYQNIJ,593919705554,95728,0,Credit Card,28-07-2011 10:47
UGFDJRGCCSGN,958424268286,74457,0,Debit Card,10-09-2013 19:37
XCPCMFRDCUDK,255954464781,15853,1,UPI,27-02-2015 13:41
SSEWSEJFUPLF,588440682139,99596,1,Credit Card,19-11-2015 03:33
LMNLNJTBUJMA,293808938580,39232,0,Credit Card,18-07-2011 15:39
VYDAVNCFTFHH,223445183014,77449,0,Credit Card,14-02-2013 02:27
XHFHKUAWWIVY,601631163039,81967,0,Debit Card,02-05-2014 10:49
XPUCTVUYUAHU,540895251317,40103,1,Credit Card,22-08-2012 16:31
KOGCQCYQPNHE,767508930312,45146,1,UPI,03-07-2015 21:20
PRECDFHKXHTU,113877804312,11525,1,UPI,12-10-2013 05:54
DRESALTAFKRA,175742458940,24738,0,Debit Card,16-07-2024 20:17
HPISECNZTMSV,813094021731,15845,0,UPI,12-11-2016 09:43
VKVPPPQKQQJW,323650216077,95440,1,UPI,23-06-2018 21:15
MNOLKNIXSGGO,911815223498,23603,1,Credit Card,01-04-2024 16:42
OKQXPRGRSYYU,276784996198,48044,0,Debit Card,08-03-2024 14:36
KEATEDDJILHM,505819331243,96188,1,Credit Card,20-04-2014 23:12
OSKONSRJHOZF,954708065339,15630,1,Debit Card,25-07-2013 22:16
VDZCGIETNPZI,117768716760,58183,0,UPI,11-01-2013 15:08
VYYMHRYRDPWU,611510411960,33423,1,Credit Card,08-12-2018 11:57
HSBZQYVHYADG,554724463068,45507,1,Debit Card,02-09-2015 18:50
XUCYJRQYLEMZ,852925612770,99140,0,Credit Card,19-04-2022 23:27
DPITWQRAAIYQ,141245293614,99276,1,Debit Card,21-05-2011 15:50
HPVWYFWLOEAC,585142772701,13639,0,Credit Card,01-03-2021 17:46
CLBOKUCFANQW,608078888665,61020,0,Credit Card,18-11-2021 17:14
XUKMFXMCFEKG,439634862303,74761,0,Credit Card,20-05-2011 02:52
SHLYAUIQWWYJ,528881227899,29403,1,UPI,26-10-2021 22:20
WNCOWAABFEYP,393337732783,27253,1,Credit Card,02-04-2014 20:16
HOQWYELXZXOC,562990956837,48907,0,Credit Card,17-07-2011 06:00
RHHKAQLWSYGE,938768462480,18271,1,Debit Card,07-09-2018 02:16
WWNVRVOHBGOC,901876331697,17186,0,Credit Card,25-06-2024 01:19
HAFRVFYCCXUY,239074014015,70543,1,Credit Card,11-09-2023 20:01
KYIREYKTDBYX,730625976244,26695,0,UPI,16-01-2016 21:01
QEJWDNZRKHIQ,168761145248,10833,0,UPI,15-07-2021 08:03
RFOGMSASZYHX,934726028696,52919,1,Credit Card,17-02-2017 16:12
ALGNKUKBZBOD,166372086247,61689,1,UPI,19-04-2017 00:52
JWJDUDHUNWKO,181157576537,72744,1,Debit Card,10-06-2017 09:27
JRHGAJJPNGMB,679915004587,33383,1,Debit Card,01-05-2010 18:25
SIKNYQKADXUO,613420829055,32846,1,Credit Card,12-08-2010 03:02
WPPYNJHZDPSG,981637177119,27425,0,UPI,02-11-2020 15:34
GGSHOHHFGAXH,651440897611,93193,1,Debit Card,18-06-2011 08:06
PJIMSYXXHQFD,141194264153,64008,1,UPI,24-06-2018 12:09
RNTVPYLMPEVM,148200126548,82833,0,Credit Card,08-03-2017 21:43
TYBWWXHFCMVU,671184337346,15891,0,Credit Card,16-10-2013 08:58
FPJOJBAIQZWA,195092436138,60536,1,Debit Card,17-10-2017 21:47
YXUCMBIQRSYE,393196397269,37143,1,Credit Card,12-09-2012 12:28
IYSIESUYDHDX,510910486925,48070,0,UPI,22-12-2022 20:52
XFIXSFNXYKYW,957179260354,51264,1,Credit Card,02-09-2022 10:44
IMHCPZOSCRJF,496881690892,57758,0,Debit Card,07-10-2020 10:22
TSJHQVSKIHRZ,627907925173,20494,0,Debit Card,01-10-2012 18:58
YHREEIQRLRYT,129633279117,79680,1,UPI,25-07-2012 01:43
XKTQMDAAMTCT,573721929603,70685,1,Debit Card,01-01-2014 15:02
RJZTXYKESXCO,438942432326,93601,1,Credit Card,22-03-2023 11:13
DYAWISBALKGB,586902971907,52339,1,UPI,04-10-2016 13:31
YUZQBQGBWKMH,107587149555,28803,1,Debit Card,12-06-2017 03:36
UXHXQGBXUPTF,592294680980,36693,0,UPI,02-11-2017 14:53
RUKETOIDGTJV,343269074353,80363,1,UPI,02-02-2014 02:10
MXCERZULQMZN,479856724238,99254,1,UPI,01-12-2024 19:09
MTEVDVTMHUSY,585830118378,69004,1,UPI,14-08-2015 07:14
QLVTRMQHUZKX,220237216259,13545,1,UPI,09-08-2016 21:18
IMDRPTYHGXOB,782326268355,53106,0,UPI,16-03-2024 05:33
SIQGSXPOGERL,554603323671,42913,0,Credit Card,07-11-2014 02:07
GMQIWPBHAXPY,571004625733,13385,1,UPI,20-09-2018 03:20
ZZMBMFQNSDMZ,167337990903,77150,0,Credit Card,22-07-2019 14:19
GRRCXUHDAYVQ,928221810946,77149,1,Debit Card,27-11-2012 02:00
IFKEMPDMWSKI,498595594218,15736,0,Debit Card,08-08-2010 22:54
IQGRTQJLTQGA,826819758178,42445,1,Debit Card,15-06-2012 09:07
KWBTPXHCFAUL,878099807138,79219,0,UPI,16-10-2016 10:54
MEQUMELNAXHW,677282722711,86025,0,Credit Card,21-03-2010 08:28
IEPIJMISXDJJ,412254239462,85648,0,Credit Card,15-06-2023 04:31
WYPTQIZCLPEM,968971009589,36106,1,Debit Card,25-02-2013 20:20
HNZYFPIXXUUX,305432927059,45320,1,UPI,08-02-2011 00:37
HYWMQGZAFEWT,369301347382,67840,0,Debit Card,28-11-2012 03:25
YMASFLBSDEQB,752313501946,79100,0,Credit Card,07-07-2023 08:17
QVYHTDVQVJAL,801492843069,34473,1,Credit Card,12-06-2013 13:28
IOZKESBYKWGS,343570515223,79096,0,UPI,05-01-2020 03:37
HCDKXPCEMBGS,837464870611,58802,1,Debit Card,18-07-2018 23:33
RTXZETWHMIUL,377616291898,57315,1,Credit Card,22-12-2015 18:47
PTEUXBYMIYZA,656676794358,84716,0,Debit Card,10-11-2023 02:13
XKFGJFABEPXF,435312459696,56458,0,UPI,17-03-2016 10:44
YESRVZAFUUPL,340971462415,10668,1,Credit Card,11-02-2017 02:17
FVIUSEZYUTNN,642635082053,96302,1,Credit Card,05-04-2015 15:12
LKUDRTDFLMCZ,482994122282,80802,0,Credit Card,12-02-2023 05:07
QRUTHHBTVNAJ,917090136249,90491,1,Debit Card,17-03-2013 19:41
TCOKPWBWJETG,968204236852,44213,1,Credit Card,11-12-2017 16:58
KLPTOPSOTSEA,296977569170,34060,1,UPI,10-10-2021 06:25
URBGVFDANBKA,654199930512,77365,1,UPI,12-04-2011 10:47
LZKHTFIXIYCE,806457509197,90198,1,Debit Card,18-11-2013 10:13
CKBQEOQFVGBX,211756373716,36974,0,Debit Card,01-06-2012 03:42
QBTAIALTVTWN,472989164284,35914,1,Debit Card,15-09-2017 14:11
WVXYBKWPKFUF,768142184055,85160,0,UPI,20-03-2011 05:36
WVJWZXTSIYST,335297134783,17066,1,Debit Card,25-02-2016 18:16
HUEBVTRKJOYS,315430549106,23769,0,Debit Card,12-06-2019 09:05
NBNSARAHBISV,290717676053,89441,0,UPI,24-09-2013 10:58
SNAVQTJLYRYO,885865877591,87706,0,Debit Card,13-11-2014 06:00
NAKZBLUUGSDA,887211952497,77371,0,Credit Card,16-02-2022 01:47
ILVRSIIVGWSO,441756815587,49238,0,Credit Card,14-12-2018 19:36
ZCOQQFFUWWXC,696956510328,87373,0,Debit Card,06-06-2020 15:15
KLVRSNLQMLUU,794574306840,35238,0,Debit Card,21-04-2023 05:32
MCWKJHGCMHBV,417926421332,94877,1,Debit Card,16-02-2018 09:15
EGDKLMLQGVPD,665185236680,15425,0,Debit Card,11-09-2013 18:16
EIEARLQBIOQU,126339586565,46171,1,Debit Card,06-12-2011 19:42
ZWZBEPTOIGQO,444081447303,97559,1,UPI,12-06-2022 08:59
YENXXSDKGFIL,154123360045,18415,0,Debit Card,02-08-2010 00:10
BYMAUHWZECLI,271112101758,44029,0,Debit Card,23-06-2019 07:16
RCWDLHNKZADC,900766007850,55521,0,UPI,20-12-2017 19:49
JCODCOZWUKNF,444814045553,72044,1,UPI,18-03-2018 18:25
IDRNOYRMMXCY,542556363396,26684,0,Credit Card,21-07-2016 09:47
THHVGYCHOVCF,777872456824,51377,0,Debit Card,20-12-2011 12:55
TBNIGKPNULZL,254191491098,37675,1,UPI,05-11-2017 12:06
FFLVYIXMRAVT,998928250882,69925,0,Credit Card,28-10-2018 02:39
RKIYQPPUSLLP,560640614040,24263,0,UPI,03-06-2018 00:13
FSNAVLWSWPZD,832838886106,31460,0,UPI,26-04-2012 14:52
BIGUGRTNSDVA,772225650967,79200,1,Credit Card,20-11-2011 06:11
NTRAWLGDBNZA,576414775756,11260,1,Debit Card,17-08-2017 08:55
MEZVVFMKHUTN,743408795305,55896,0,Credit Card,13-07-2023 04:35
YMOPUEYUNFMV,581376340620,88865,1,Credit Card,23-07-2022 20:51
FUJQZILZFZUI,667691371501,13863,0,Debit Card,25-11-2013 13:08
JADICSPNQEPT,975642574092,13847,0,Credit Card,12-10-2020 10:23
BFXHZOVPLLEO,374529630209,65039,0,UPI,16-12-2019 07:12
USWIAJCBMGQB,116184335654,14240,0,Credit Card,07-04-2020 11:43
BJCTTPCRRFFS,289928987298,62247,0,Debit Card,20-05-2016 10:42
YFPFRAPMEZJM,214616564134,34827,1,Credit Card,01-06-2013 21:23
OISJMNBFZUDA,802094165837,60397,0,Credit Card,17-12-2023 08:15
EWKIRWRUDQCW,526492240330,66344,1,UPI,17-10-2011 09:11
QZVBVIILENPB,488593765223,31548,0,Debit Card,05-02-2021 05:47
CILVEOWAANUW,278169524780,55130,1,UPI,09-08-2020 13:54
QELYHXYWVKWL,633867514231,29360,0,Debit Card,01-01-2018 15:25
NQNKQKQBXCRT,431860523537,48054,1,Credit Card,18-11-2012 03:26
HMJCMIZHFGBS,707885244840,19143,0,UPI,20-06-2013 18:50
RVDBWCWHVOPB,101956972550,98181,1,Debit Card,04-02-2014 11:17
LVKNIGZIDGCW,357389520415,20659,0,UPI,07-07-2016 15:23
EOWHCPMAMFTY,204971370435,36672,0,Credit Card,12-10-2012 07:07
JPJSPKQECXVS,589880115688,39210,1,UPI,10-08-2012 01:18
KSQNNYJTIGEE,186510925663,75331,1,UPI,07-10-2015 05:38
WHCWORFXFHZS,236456539984,88960,1,Debit Card,21-02-2014 23:56
QBOLLRMVVCTG,487341751406,78734,1,Debit Card,10-05-2018 01:49
HYBLETNHTLLM,638917712457,34310,0,Debit Card,24-06-2023 00:07
